StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q125,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q4,Q61_First Click,Q61_Last Click,Q61_Page Submit,Q61_Click Count,Q145,Q146_First Click,Q146_Last Click,Q146_Page Submit,Q146_Click Count,Q156,Q157_First Click,Q157_Last Click,Q157_Page Submit,Q157_Click Count,Q167,Q168_First Click,Q168_Last Click,Q168_Page Submit,Q168_Click Count,Q178,Q179_First Click,Q179_Last Click,Q179_Page Submit,Q179_Click Count,Q225,Q226_First Click,Q226_Last Click,Q226_Page Submit,Q226_Click Count,Q227,Q228_First Click,Q228_Last Click,Q228_Page Submit,Q228_Click Count,Q229,Q230_First Click,Q230_Last Click,Q230_Page Submit,Q230_Click Count,Q231,Q232_First Click,Q232_Last Click,Q232_Page Submit,Q232_Click Count,Q5_1,Q6_1,Q227,Q229,Q231,Q233,Q235,Q237,Q104,Q47,Q48,Q132,Q105,Q127,Q128,Q133,Q52,Q129,Q130,Q134,Q92,Q97,Q98,Q99,Q100,Q8_1,Q62_1,Q63_1,Q64_1,Q83_1,Q66_1,Q67_1,Q68_1,Q69_1,Q74_1,Q75_1,Q76_1,Q77_1,Q80_1,Q81_1,Q91,Q38,Q40_1,Carta1_DO_sasso,Carta1_DO_forbice,Carta1_DO_carta,Forbice1_DO_carta,Forbice1_DO_forbice,Forbice1_DO_sasso,Sasso1_DO_forbice,Sasso1_DO_sasso,Sasso1_DO_carta,Forbice2_DO_carta,Forbice2_DO_forbice,Forbice2_DO_sasso,Carta2_DO_carta,Carta2_DO_sasso,Carta2_DO_forbice,Sasso2_DO_sasso,Sasso2_DO_carta,Sasso2_DO_forbice,Forbice3_DO_forbice,Forbice3_DO_sasso,Forbice3_DO_carta,Carta3_DO_forbice,Carta3_DO_carta,Carta3_DO_sasso,Sasso3_DO_sasso,Sasso3_DO_carta,Sasso3_DO_forbice,Forbice4_DO_carta,Forbice4_DO_forbice,Forbice4_DO_sasso,Carta4_DO_forbice,Carta4_DO_carta,Carta4_DO_sasso,Sasso4_DO_sasso,Sasso4_DO_carta,Sasso4_DO_forbice,Forbice5_DO_sasso,Forbice5_DO_carta,Forbice5_DO_forbice,Carta5_DO_forbice,Carta5_DO_carta,Carta5_DO_sasso,Sasso5_DO_sasso,Sasso5_DO_carta,Sasso5_DO_forbice,Sasso6_DO_sasso,Sasso6_DO_carta,Sasso6_DO_forbice,Carta6_DO_forbice,Carta6_DO_carta,Carta6_DO_sasso,Forbice6_DO_forbice,Forbice6_DO_sasso,Forbice6_DO_carta,Sasso7_DO_sasso,Sasso7_DO_carta,Sasso7_DO_forbice,Carta7_DO_forbice,Carta7_DO_carta,Carta7_DO_sasso,Forbice7_DO_sasso,Forbice7_DO_carta,Forbice7_DO_forbice,Sasso8_DO_forbice,Sasso8_DO_sasso,Sasso8_DO_carta,Carta8_DO_carta,Carta8_DO_sasso,Carta8_DO_forbice,Forbice8_DO_carta,Forbice8_DO_forbice,Forbice8_DO_sasso,Carta9_DO_forbice,Carta9_DO_carta,Carta9_DO_sasso,Sasso9_DO_forbice,Sasso9_DO_sasso,Sasso9_DO_carta,Forbice9_DO_forbice,Forbice9_DO_sasso,Forbice9_DO_Q209,Sasso10_DO_forbice,Sasso10_DO_sasso,Sasso10_DO_carta,Carta10_DO_sasso,Carta10_DO_forbice,Carta10_DO_carta,Forbice10_DO_forbice,Forbice10_DO_sasso,Forbice10_DO_carta
2021-04-15 10:57:39,2021-04-15 11:04:18,IP Address,109.118.118.250,100,398,True,2021-04-15 11:04:18,R_3j1W8HD1trazaih,,,,,44.6535034179688,10.923095703125,anonymous,EN,nc1980,Sasso,1.501,6.662,10.273,2,Sasso,0.748,0.748,2.143,1,Sasso,0.956,0.956,2.83,1,Sasso,0.977,0.977,2.049,1,Sasso,0.7,0.7,1.759,1,Sasso,0.801,0.801,4.573,1,Sasso,1.166,1.166,2.397,1,Sasso,0.813,0.813,1.973,1,Sasso,0.92,0.92,2.102,1,Sasso,0.908,0.908,2.081,1,70,,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Abbastanza brutto,Poco,Molto,Pochissimo,Brutto,Pochissimo,Molto,Pochissimo,Brutto,Pochissimo,Pochissimo,Per niente,Poco,Poco,Abbastanza,Per nulla,Per nulla,8,,1,,,,,1,,6,7,,,4,,uomo,22,32,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,
2021-04-15 10:57:38,2021-04-15 11:04:26,IP Address,31.27.180.136,100,408,True,2021-04-15 11:04:27,R_26m7yii0jmgKLS4,,,,,45.7203979492188,12.4622955322266,anonymous,EN,gimo0912,Sasso,1.604,1.604,3.251,1,Carta,1.756,1.756,2.971,1,Sasso,0.883,0.883,2.02,1,Forbice,0.81,0.81,2.022,1,Carta,0.976,0.976,2.172,1,Forbice,1.087,2.575,4.245,2,Sasso,0.836,0.836,2.618,1,Forbice,0.861,3.05,4.257,2,Sasso,1.288,1.288,2.641,1,Carta,0.92,0.92,2.237,1,6,100,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Nè bello nè brutto,Abbastanza,Poco,Pochissimo,Abbastanza brutto,Per niente,Poco,Abbastanza,Nè bello nè brutto,Pochissimo,Pochissimo,Abbastanza,Poco,Per nulla,Per nulla,Poco,Poco,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,maschio,21,35,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,
2021-04-15 10:57:39,2021-04-15 11:04:38,IP Address,93.35.182.16,100,419,True,2021-04-15 11:04:39,R_C39bzgQBpUCOFlD,,,,,38.1298980712891,13.3276062011719,anonymous,EN,dcpa0712,Carta,6.102,6.102,8.371,1,Sasso,5.56,5.56,7.008,1,Carta,2.852,2.852,4.229,1,Sasso,4.236,7.034,8.145,2,Carta,2.005,2.005,3.093,1,Carta,0.986,0.986,2.235,1,Forbice,1.098,1.098,2.313,1,Forbice,0.993,0.993,2.19,1,Forbice,0.921,0.921,2.018,1,Forbice,0.872,0.872,1.992,1,71,20,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Bello,Molto,Poco,Pochissimo,Abbastanza brutto,Poco,Molto,Pochissimo,Molto bello,Molto,Molto,Pochissimo,Abbastanza,Poco,Poco,Abbastanza,Abbastanza,10,,,,,,,,1,3,,,,,3,maschio,21,16,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1
2021-04-15 10:57:36,2021-04-15 11:04:39,IP Address,62.170.205.70,100,423,True,2021-04-15 11:04:40,R_03f0QqpntpvZ2Eh,,,,,45.6139984130859,9.19760131835938,anonymous,EN,datr2109,Sasso,1.029,1.029,2.339,1,Carta,0.749,0.749,1.636,1,Forbice,0.574,0.574,1.496,1,Carta,0.542,3.232,4.316,4,Forbice,0.823,0.823,2.082,1,Carta,1.164,1.164,2.497,1,Carta,0.482,0.482,1.775,1,Forbice,14.362,14.362,16.052,1,Sasso,0.739,2.864,4.811,3,Carta,0.734,0.734,1.843,1,10,20,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza predeterminati,Abbastanza bello,Abbastanza,Poco,Poco,Abbastanza brutto,Poco,Abbastanza,Pochissimo,Bello,Molto,Abbastanza,Poco,Abbastanza,Poco,Molto,Poco,Per nulla,3,1,,,,,,,,1,3,,,,,M,24,30,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,
2021-04-15 10:57:38,2021-04-15 11:04:41,IP Address,151.95.123.87,100,422,True,2021-04-15 11:04:41,R_9NAPznXP365g18J,,,,,45.4096069335938,11.8946990966797,anonymous,EN,lupd0101,Sasso,1.644,1.644,2.992,1,Sasso,0.829,0.829,1.975,1,Forbice,1.552,1.552,2.398,1,Forbice,1.41,1.41,2.753,1,Forbice,1.512,1.512,2.241,1,Forbice,0.802,0.802,1.846,1,Forbice,0.662,0.662,1.73,1,Forbice,0.715,0.715,2.038,1,Forbice,0.817,0.817,1.702,1,Forbice,1.207,1.207,2.092,1,50,50,Abbastanza predeterminati,Molto casuali,Molto predeterminati,Abbastanza casuali,Molto casuali,Nè casuali nè predeterminati,Abbastanza brutto,Poco,Abbastanza,Abbastanza,Brutto,Pochissimo,Abbastanza,Abbastanza,Nè bello nè brutto,Abbastanza,Poco,Abbastanza,Poco,Per nulla,Per nulla,Per nulla,Per nulla,0,,,,,,,,,,,,,,,M,25,10,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,
2021-04-15 10:57:53,2021-04-15 11:04:42,IP Address,95.232.254.212,100,408,True,2021-04-15 11:04:42,R_1IGecYk0XzP8umM,,,,,45.6618041992188,12.2427978515625,anonymous,EN,matr1410,Forbice,9.801,9.801,11.199,1,Forbice,1.668,1.668,3.199,1,Forbice,1.085,1.085,2.134,1,Forbice,0.758,0.758,2.065,1,Forbice,0.582,0.582,1.567,1,Forbice,0.702,0.702,1.584,1,Forbice,0.546,0.546,1.412,1,Carta,0.902,0.902,1.953,1,Carta,0.619,0.619,1.493,1,Sasso,0.338,0.868,1.901,2,30,70,Abbastanza casuali,Molto casuali,Completamente casuali,Nè casuali nè predeterminati,Nè casuali nè predeterminati,Molto casuali,Nè bello nè brutto,Poco,Abbastanza,Abbastanza,Nè bello nè brutto,Poco,Molto,Poco,Nè bello nè brutto,Poco,Moltissimo,Pochissimo,Poco,Per nulla,Per nulla,Per nulla,Poco,4,,0,,,,,,2,,2,,,,,maschio,23,33,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,
2021-04-15 10:57:38,2021-04-15 11:04:47,IP Address,82.52.124.66,100,428,True,2021-04-15 11:04:48,R_3GpOZ44WNrwAYIJ,,,,,45.4555053710938,11.8838958740234,anonymous,EN,FePi1411,Sasso,1.328,1.328,2.437,1,Sasso,1.125,1.125,2.029,1,Sasso,0.603,0.603,1.416,1,Sasso,1.466,1.466,2.381,1,Sasso,0.86,0.86,1.784,1,Sasso,1.086,1.086,1.958,1,Forbice,1.309,1.309,2.274,1,Sasso,4.134,4.134,4.946,1,Sasso,0.946,0.946,1.916,1,Forbice,4.196,4.196,5.033,1,1,100,Molto predeterminati,Molto predeterminati,Completamente predeterminati,Completamente predeterminati,Abbastanza predeterminati,Molto predeterminati,Molto bello,Abbastanza,Per niente,Moltissimo,Abbastanza bello,Abbastanza,Moltissimo,Molto,Molto bello,Abbastanza,Pochissimo,Abbastanza,Molto,Moltissimo,Moltissimo,Poco,Moltissimo,7,0,6,5,7,4,0,10,1,8,1,0,5,8,10,Maschio,22,100,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1
2021-04-15 10:57:43,2021-04-15 11:04:58,IP Address,176.206.187.174,100,435,True,2021-04-15 11:04:58,R_22CYBAmVz6Ng5da,,,,,45.4096069335938,11.8946990966797,anonymous,EN,Site2507,Carta,1.657,1.657,2.755,1,Forbice,0.334,0.334,1.03,1,Sasso,0.443,0.443,1.124,1,Sasso,0.712,1.88,2.611,2,Forbice,0.108,0.108,0.828,1,Carta,0.763,0.763,1.66,1,Sasso,0.41,0.41,1.207,1,Carta,1.182,1.182,1.892,1,Forbice,0.531,0.531,1.179,1,Carta,0.398,0.95,1.691,2,70,100,Abbastanza predeterminati,Abbastanza predeterminati,Molto predeterminati,Abbastanza casuali,Abbastanza casuali,Nè casuali nè predeterminati,Bello,Poco,Moltissimo,Pochissimo,Brutto,Poco,Poco,Abbastanza,Bello,Abbastanza,Moltissimo,Pochissimo,Poco,Abbastanza,Poco,Poco,Poco,1,2,,2,,,4,,,5,7,4,,1,8,mashio,21,79,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,
2021-04-15 10:57:40,2021-04-15 11:04:57,IP Address,212.216.124.30,100,437,True,2021-04-15 11:04:59,R_2fd4EuaopYhY9eu,,,,,45.4317016601563,10.9859008789063,anonymous,EN,leve1912,Forbice,13.949,13.949,15.141,1,Sasso,2.286,2.286,3.378,1,Forbice,0.797,1.883,2.666,2,Carta,0.669,0.669,1.8,1,Sasso,12.096,12.096,13.342,1,Sasso,0.71,0.71,1.666,1,Forbice,0.685,1.588,1.99,2,Carta,0.623,0.623,3.176,1,Carta,0.481,2.143,4.152,3,Forbice,0.633,0.633,1.748,1,55,85,Completamente predeterminati,Abbastanza casuali,Abbastanza predeterminati,Abbastanza predeterminati,Molto predeterminati,Abbastanza predeterminati,Bello,Abbastanza,Poco,Poco,Abbastanza bello,Poco,Abbastanza,Molto,Abbastanza bello,Poco,Abbastanza,Poco,Abbastanza,Moltissimo,Abbastanza,Abbastanza,Per nulla,2,,,,1,0,,,,,3,,,,,maschio,23,6,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,
2021-04-15 10:58:14,2021-04-15 11:04:59,IP Address,82.57.10.116,100,405,True,2021-04-15 11:04:59,R_3MMXXlqefLwPiBo,,,,,45.5558929443359,12.2429046630859,anonymous,EN,fica0801,Carta,9.269,9.269,9.929,1,Sasso,2.451,2.451,3.367,1,Sasso,2.388,2.388,3.358,1,Carta,1.884,1.884,2.848,1,Carta,4.347,4.347,5.236,1,Forbice,0.94,0.94,1.872,1,Forbice,0.453,0.453,1.754,1,Carta,0.766,3.422,4.042,2,Sasso,1.609,1.609,2.653,1,Carta,0.707,0.707,1.576,1,10,80,Abbastanza predeterminati,Abbastanza predeterminati,Abbastanza casuali,Abbastanza predeterminati,Molto predeterminati,Molto predeterminati,Abbastanza bello,Molto,Molto,Poco,Molto bello,Moltissimo,Pochissimo,Moltissimo,Abbastanza bello,Moltissimo,Abbastanza,Poco,Poco,Poco,Poco,Per nulla,Per nulla,0,,,,,,,2,,2,,,,,4,maschio,22,49,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,
2021-04-15 10:57:34,2021-04-15 11:05:29,IP Address,213.203.169.102,100,474,True,2021-04-15 11:05:29,R_1LdII91AingqQT7,,,,,45.5381927490234,9.92129516601563,anonymous,EN,alro1911,Forbice,32.692,34.401,35.526,2,Carta,4.404,4.404,5.636,1,Sasso,0.541,0.541,1.763,1,Forbice,0.913,1.857,2.324,2,Carta,0.892,0.892,1.79,1,Sasso,0.87,0.87,1.697,1,Forbice,0.632,0.632,1.345,1,Carta,0.719,0.719,1.872,1,Sasso,0.597,0.597,1.319,1,Forbice,0.597,0.597,1.997,1,30,93,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza predeterminati,Abbastanza predeterminati,Abbastanza casuali,Nè bello nè brutto,Moltissimo,Poco,Pochissimo,Nè bello nè brutto,Pochissimo,Poco,Pochissimo,Nè bello nè brutto,Molto,Poco,Pochissimo,Molto,Poco,Molto,Poco,Abbastanza,8,1,0,,,6,,,,8,8,,,,,maschio,22,10,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1
2021-04-15 10:57:37,2021-04-15 11:05:35,IP Address,87.2.186.72,100,478,True,2021-04-15 11:05:36,R_10ZNiruLiumDgS3,,,,,45.4129943847656,11.8805999755859,anonymous,EN,frci0311,Forbice,2.509,2.509,5.389,1,Carta,0.704,0.704,2.707,1,Forbice,0.557,1.206,2.1,2,Forbice,3.106,3.106,4.273,1,Sasso,0.666,0.666,1.841,1,Carta,0.816,0.816,2.02,1,Sasso,1.117,1.117,2.122,1,Carta,1.556,1.556,2.59,1,Forbice,0.64,0.64,1.477,1,Sasso,0.599,0.599,1.513,1,49,100,Abbastanza casuali,Abbastanza casuali,Nè casuali nè predeterminati,Molto casuali,Completamente casuali,Abbastanza casuali,Abbastanza bello,Poco,Pochissimo,Pochissimo,Abbastanza brutto,Per niente,Pochissimo,Per niente,Abbastanza bello,Poco,Abbastanza,Per niente,Abbastanza,Poco,Molto,Poco,Per nulla,1,,,,,,,,2,,,,,,,Maschio,21,26,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,
2021-04-15 10:57:57,2021-04-15 11:05:47,IP Address,176.206.83.132,100,470,True,2021-04-15 11:05:48,R_25QGlTznh4RqdWX,,,,,45.4096069335938,11.8946990966797,anonymous,EN,mipi0520,Sasso,3.126,3.126,4.274,1,Carta,0.669,0.669,1.898,1,Sasso,0.679,0.679,1.636,1,Sasso,1.376,1.376,2.135,1,Sasso,0.787,0.787,1.662,1,Carta,1.16,1.16,2.548,1,Forbice,0.694,0.694,1.332,1,Forbice,0.508,1.136,1.65,2,Sasso,0.864,0.864,1.898,1,Carta,0.676,0.676,1.565,1,100,0,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Abbastanza bello,Molto,Del tutto,Poco,Nè bello nè brutto,Pochissimo,Abbastanza,Poco,Abbastanza bello,Molto,Moltissimo,Poco,Molto,Poco,Abbastanza,Abbastanza,Moltissimo,9,1,2,1,3,4,1,1,6,2,6,4,1,1,3,M,21,86,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,
2021-04-15 10:57:34,2021-04-15 11:05:51,IP Address,82.54.186.195,100,497,True,2021-04-15 11:05:51,R_21bqqDnDtXE8O8J,,,,,45.4096069335938,11.8946990966797,anonymous,EN,lapa1905,Forbice,6.807,6.807,8.383,1,Carta,1.973,9.745,10.86,4,Sasso,4.046,4.046,5.18,1,Sasso,0.784,0.784,1.795,1,Forbice,2.596,2.596,4.929,1,Forbice,0.943,0.943,1.972,1,Sasso,0.908,0.908,2.065,1,Sasso,0.873,1.299,2.822,2,Sasso,0.931,0.931,1.907,1,Carta,1.602,1.602,3.247,1,1,71,Completamente predeterminati,Completamente predeterminati,Completamente predeterminati,Completamente predeterminati,Completamente predeterminati,Completamente predeterminati,Abbastanza bello,Abbastanza,Abbastanza,Pochissimo,Abbastanza brutto,Per niente,Pochissimo,Per niente,Abbastanza bello,Abbastanza,Abbastanza,Per niente,Molto,Poco,Per nulla,Poco,Abbastanza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,donna,21,21,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,
2021-04-15 10:57:42,2021-04-15 11:06:04,IP Address,2.34.202.86,100,502,True,2021-04-15 11:06:04,R_QcUWvulHDSxBAD7,,,,,45.5807952880859,12.3748931884766,anonymous,EN,leod0511,Forbice,4.909,4.909,6.07,1,Forbice,1.244,1.244,1.901,1,Carta,1.064,1.064,2.342,1,Sasso,0.77,0.77,1.59,1,Forbice,0.473,3.524,4.205,3,Carta,0.523,0.523,1.365,1,Forbice,1.387,2.296,3.031,2,Sasso,0.399,0.399,1.36,1,Carta,0.688,0.688,1.549,1,Sasso,0.665,2.031,2.66,3,20,50,Abbastanza casuali,Molto casuali,Molto casuali,Molto casuali,Molto casuali,Molto casuali,Nè bello nè brutto,Abbastanza,Molto,Pochissimo,Abbastanza brutto,Poco,Molto,Per niente,Abbastanza bello,Pochissimo,Molto,Pochissimo,Poco,Poco,Per nulla,Per nulla,Per nulla,0,,,,,1,1,0,,1,1,,,,1,Maschio,21,58,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,
2021-04-15 10:58:10,2021-04-15 11:06:04,IP Address,93.65.95.71,100,474,True,2021-04-15 11:06:05,R_3CDG7hSO5oiZDl9,,,,,45.5431060791016,11.54150390625,anonymous,EN,luca3103,Sasso,3.746,5.574,7.197,2,Carta,0.73,0.73,2.688,1,Sasso,0.714,0.714,2.061,1,Sasso,1.357,1.357,2.72,1,Carta,2.402,2.402,3.953,1,Sasso,0.7,1.962,2.66,2,Carta,0.61,4.47,5.357,4,Forbice,0.891,0.891,2.413,1,Sasso,0.767,2.194,2.928,2,Carta,0.702,0.702,3.101,1,82,,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Abbastanza bello,Poco,Poco,Abbastanza,Abbastanza brutto,Poco,Poco,Abbastanza,Abbastanza bello,Abbastanza,Abbastanza,Abbastanza,Abbastanza,Poco,Poco,Poco,Poco,1,2,1,,1,,1,2,2,3,1,2,1,,,M,22,40,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,
2021-04-15 10:58:09,2021-04-15 11:06:21,IP Address,37.159.39.118,100,491,True,2021-04-15 11:06:22,R_3fVmVdoAfDsiX1T,,,,,41.1307067871094,14.7781982421875,anonymous,EN,elpo2609,Sasso,2.973,2.973,4.113,1,Carta,8.982,8.982,9.882,1,Forbice,1.699,2.475,2.991,2,Carta,0.772,0.772,1.557,1,Sasso,1.467,1.467,2.204,1,Sasso,0.603,0.603,1.745,1,Forbice,3.32,3.32,4.2,1,Carta,0.936,0.936,2.267,1,Carta,1.949,1.949,2.834,1,Forbice,1.831,1.831,2.56,1,0,70,Abbastanza predeterminati,Molto predeterminati,Completamente predeterminati,Abbastanza casuali,Abbastanza casuali,Nè casuali nè predeterminati,Brutto,Poco,Poco,Per niente,Nè bello nè brutto,Poco,Pochissimo,Poco,Abbastanza bello,Abbastanza,Poco,Per niente,Poco,Per nulla,Abbastanza,Poco,Abbastanza,6,,,,,,,,3,3,,,,,,donna,22,46,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,
2021-04-15 10:58:06,2021-04-15 11:06:22,IP Address,151.55.168.181,100,495,True,2021-04-15 11:06:22,R_2cpVuIFL2CohxfD,,,,,45.4924011230469,12.1549987792969,anonymous,EN,mach1806,Carta,2.533,2.533,4.524,1,Sasso,2.786,2.786,4.53,1,Forbice,3.541,3.541,5.037,1,Sasso,2.716,2.716,3.861,1,Carta,1.264,1.264,3.079,1,Forbice,4.87,4.87,6.442,1,Carta,1.209,3.284,6.305,2,Forbice,1.652,1.652,2.781,1,Sasso,7.269,7.269,8.439,1,Carta,2.776,2.776,4.696,1,0,100,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Abbastanza brutto,Abbastanza,Poco,Pochissimo,Brutto,Poco,Abbastanza,Poco,Nè bello nè brutto,Moltissimo,Abbastanza,Poco,Abbastanza,Poco,Abbastanza,Abbastanza,Poco,5,2,1,1,2,2,2,1,0,2,5,1,2,2,6,femmina,22,32,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,
2021-04-15 10:57:39,2021-04-15 11:06:24,IP Address,93.35.187.34,100,525,True,2021-04-15 11:06:25,R_33vzd2mz9sbWOIv,,,,,45.4096069335938,11.8946990966797,anonymous,EN,sapa1003,Sasso,2.933,10.247,10.944,2,Carta,1.123,1.123,1.751,1,Forbice,0.643,0.643,1.311,1,Carta,0.929,0.929,1.52,1,Forbice,0.746,0.746,1.387,1,Carta,0.821,0.821,1.379,1,Carta,0.568,0.568,1.097,1,Sasso,0.617,0.617,1.101,1,Forbice,13.044,13.044,13.679,1,Forbice,6.76,6.76,7.274,1,19,20,Abbastanza predeterminati,Abbastanza casuali,Nè casuali nè predeterminati,Nè casuali nè predeterminati,Nè casuali nè predeterminati,Nè casuali nè predeterminati,Bello,Moltissimo,Abbastanza,Poco,Nè bello nè brutto,Abbastanza,Poco,Pochissimo,Molto bello,Moltissimo,Pochissimo,Pochissimo,Poco,Per nulla,Per nulla,Per nulla,Per nulla,0,0,,0,0,0,0,0,1,1,0,0,,0,2,Femmina,22,23,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,
2021-04-15 10:57:38,2021-04-15 11:06:27,IP Address,95.252.50.2,100,528,True,2021-04-15 11:06:27,R_29uC66Lxh67YiRh,,,,,45.4129943847656,11.8805999755859,anonymous,EN,enpa2304,Carta,1.269,1.269,2.08,1,Forbice,5.658,5.658,6.303,1,Sasso,0.679,0.679,1.319,1,Forbice,0.761,1.324,2.196,2,Carta,0.751,0.751,1.356,1,Sasso,1.621,1.621,2.29,1,Forbice,1.022,1.022,1.751,1,Carta,1.095,1.095,1.672,1,Sasso,11.74,11.74,12.537,1,Carta,8.74,8.74,9.474,1,1,100,Abbastanza predeterminati,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Molto bello,Poco,Per niente,Pochissimo,Abbastanza bello,Pochissimo,Per niente,Pochissimo,Bello,Poco,Per niente,Pochissimo,Poco,Per nulla,Poco,Per nulla,Poco,2,8,1,3,2,,8,1,,10,8,8,,6,6,maschio,22,25,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,
